Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-08-2023,25.4,34.0,29.0,75.0,,8.8,7.0,50.0,4.0,NE
02-08-2023,26.6,32.8,29.7,76.0,0.0,9.0,4.0,100.0,2.0,E 
03-08-2023,27.2,34.0,30.0,76.0,,3.8,6.0,80.0,3.0,E 
04-08-2023,27.4,34.0,29.5,77.0,0.0,9.0,7.0,70.0,3.0,E 
05-08-2023,27.0,33.0,29.3,77.0,,5.9,6.0,60.0,2.0,C 
06-08-2023,26.6,32.4,28.9,76.0,0.0,9.0,5.0,260.0,1.0,C 
07-08-2023,26.8,32.8,29.3,77.0,0.0,8.5,5.0,40.0,2.0,SE
08-08-2023,26.8,32.9,29.0,81.0,0.0,8.9,7.0,90.0,3.0,E 
09-08-2023,26.6,32.9,29.0,75.0,0.0,8.6,7.0,70.0,4.0,E 
10-08-2023,26.6,32.8,28.5,78.0,0.0,9.0,6.0,140.0,2.0,NE
11-08-2023,26.8,32.8,28.8,83.0,0.0,8.6,4.0,30.0,2.0,E 
12-08-2023,26.0,32.8,28.5,74.0,0.0,6.5,8.0,30.0,2.0,C 
13-08-2023,25.8,31.8,27.9,77.0,,8.7,6.0,70.0,2.0,C 
14-08-2023,25.8,32.5,28.6,77.0,0.0,8.0,7.0,30.0,3.0,E 
15-08-2023,26.4,32.0,28.4,76.0,0.0,8.7,5.0,20.0,2.0,C 
16-08-2023,26.6,32.4,28.7,76.0,0.0,8.2,6.0,70.0,2.0,C 
17-08-2023,25.8,32.7,28.2,72.0,0.0,7.6,6.0,40.0,2.0,C 
18-08-2023,26.0,32.1,28.7,76.0,0.0,8.5,5.0,20.0,2.0,C 
19-08-2023,26.3,32.6,28.6,76.0,0.0,8.3,6.0,120.0,3.0,E 
20-08-2023,26.5,34.2,29.3,74.0,,8.6,5.0,30.0,3.0,E 
21-08-2023,26.8,33.2,29.3,72.0,0.0,8.1,7.0,70.0,3.0,E 
22-08-2023,26.4,32.8,29.0,72.0,0.0,7.6,6.0,50.0,2.0,E 
23-08-2023,26.6,31.8,28.8,71.0,0.0,8.1,6.0,30.0,3.0,NE
24-08-2023,26.7,33.0,29.2,74.0,0.0,9.0,9.0,50.0,3.0,E 
25-08-2023,26.8,32.4,28.9,76.0,0.0,8.9,6.0,10.0,2.0,NE
26-08-2023,27.0,32.4,28.9,79.0,,8.6,6.0,10.0,2.0,N 
27-08-2023,27.6,32.0,29.3,79.0,0.0,8.1,6.0,10.0,2.0,C 
28-08-2023,27.0,32.3,28.9,74.0,0.0,5.5,5.0,20.0,2.0,NE
29-08-2023,26.6,32.7,28.9,74.0,0.0,5.9,5.0,60.0,3.0,NE
30-08-2023,26.5,32.2,28.6,76.0,0.0,8.8,7.0,40.0,3.0,C 
31-08-2023,25.8,32.4,28.5,77.0,0.0,9.0,5.0,10.0,1.0,C 
01-09-2023,25.6,31.8,28.2,74.0,0.0,8.3,4.0,170.0,1.0,C 
02-09-2023,25.8,32.3,29.1,74.0,8888.0,8.5,5.0,110.0,3.0,E 
03-09-2023,27.0,33.6,29.1,74.0,0.2,7.7,5.0,30.0,2.0,NE
04-09-2023,25.2,33.6,28.3,67.0,0.0,6.7,5.0,40.0,2.0,C 
05-09-2023,25.4,32.8,28.2,68.0,0.0,7.4,7.0,100.0,3.0,C 
06-09-2023,25.6,33.2,28.9,73.0,0.0,9.3,5.0,40.0,2.0,C 
07-09-2023,26.2,32.0,28.8,73.0,0.0,9.2,5.0,10.0,2.0,N 
08-09-2023,26.9,33.1,29.1,77.0,0.0,9.3,7.0,10.0,3.0,N 
09-09-2023,27.1,32.5,29.1,77.0,0.0,8.7,6.0,20.0,2.0,C 
10-09-2023,26.6,32.5,28.9,71.0,0.0,8.2,6.0,10.0,2.0,N 
11-09-2023,26.8,33.5,29.8,72.0,0.0,7.7,6.0,40.0,2.0,NE
12-09-2023,26.8,34.8,29.8,70.0,0.0,9.1,7.0,40.0,3.0,N 
13-09-2023,26.8,32.4,29.2,74.0,0.0,9.5,5.0,10.0,2.0,N 
14-09-2023,26.6,33.4,28.9,68.0,0.0,8.3,6.0,10.0,2.0,N 
15-09-2023,26.6,34.0,29.5,66.0,0.0,9.0,9.0,10.0,3.0,N 
16-09-2023,26.8,33.0,29.1,72.0,,9.4,6.0,10.0,2.0,N 
17-09-2023,27.0,33.4,29.1,73.0,0.0,9.6,7.0,10.0,2.0,N 
18-09-2023,26.8,32.8,29.3,75.0,0.0,8.1,4.0,10.0,1.0,C 
19-09-2023,27.0,32.7,29.8,75.0,0.0,7.9,6.0,10.0,2.0,C 
20-09-2023,27.0,32.8,29.5,73.0,0.0,7.4,7.0,50.0,2.0,NE
21-09-2023,27.6,31.5,29.3,74.0,,7.7,6.0,50.0,2.0,NE
22-09-2023,26.8,32.6,29.0,70.0,2.5,7.0,5.0,50.0,2.0,E 
23-09-2023,26.8,32.4,29.1,68.0,0.0,8.9,5.0,50.0,2.0,C 
24-09-2023,27.0,32.2,29.3,76.0,,4.6,4.0,10.0,1.0,C 
25-09-2023,26.2,33.2,29.2,70.0,0.0,7.6,6.0,40.0,2.0,C 
26-09-2023,26.8,33.5,29.6,69.0,,9.4,7.0,10.0,2.0,C 
27-09-2023,26.6,35.0,29.5,66.0,0.0,9.1,10.0,70.0,3.0,E 
28-09-2023,27.0,35.2,30.3,61.0,0.0,8.5,11.0,80.0,4.0,E 
29-09-2023,27.4,36.8,30.8,70.0,,7.8,7.0,100.0,2.0,C 
30-09-2023,23.2,32.8,29.5,72.0,0.0,9.6,6.0,30.0,2.0,C 
01-10-2023,27.2,32.2,29.3,74.0,0.0,8.9,6.0,30.0,2.0,C 
02-10-2023,27.0,32.8,29.5,74.0,0.0,7.7,5.0,10.0,2.0,C 
03-10-2023,27.0,32.8,29.5,69.0,0.0,7.4,6.0,80.0,2.0,C 
04-10-2023,27.4,32.8,29.3,74.0,0.0,8.2,6.0,10.0,3.0,NE
05-10-2023,,33.0,29.8,75.0,,9.5,6.0,40.0,3.0,NE
06-10-2023,27.8,33.0,30.1,76.0,,9.6,5.0,30.0,1.0,C 
07-10-2023,27.8,33.6,30.1,78.0,,8.9,4.0,30.0,2.0,NE
08-10-2023,28.0,33.4,30.0,75.0,,8.9,7.0,70.0,3.0,E 
09-10-2023,27.9,34.2,29.8,76.0,0.0,8.7,6.0,100.0,3.0,E 
10-10-2023,28.4,34.2,30.5,77.0,0.0,7.9,6.0,40.0,3.0,E 
11-10-2023,28.4,33.2,30.3,75.0,0.0,7.7,5.0,50.0,2.0,NE
12-10-2023,28.6,34.4,30.3,77.0,0.0,,5.0,100.0,2.0,NE
13-10-2023,28.8,33.6,30.6,77.0,0.0,8.1,6.0,40.0,2.0,C 
14-10-2023,28.4,33.4,30.4,72.0,0.0,7.3,6.0,60.0,2.0,NE
15-10-2023,28.4,35.4,30.9,70.0,,8.4,8.0,60.0,3.0,E 
16-10-2023,,34.6,30.1,76.0,,7.5,6.0,40.0,2.0,E 
17-10-2023,28.4,37.2,31.0,72.0,,9.5,9.0,60.0,3.0,C 
18-10-2023,28.0,33.8,30.6,69.0,0.0,7.8,5.0,110.0,3.0,E 
19-10-2023,27.8,33.4,30.0,74.0,0.0,9.5,5.0,40.0,3.0,E 
20-10-2023,27.8,32.6,29.7,78.0,0.0,8.9,7.0,40.0,2.0,C 
21-10-2023,28.3,33.4,30.0,75.0,0.0,8.1,5.0,130.0,2.0,NE
22-10-2023,28.4,33.5,30.4,74.0,0.0,9.5,4.0,50.0,1.0,C 
23-10-2023,,,,,,,,,,
24-10-2023,27.8,32.8,29.9,74.0,0.0,7.7,5.0,80.0,2.0,E 
25-10-2023,27.2,34.0,30.2,72.0,8888.0,6.5,5.0,50.0,2.0,SE
26-10-2023,27.8,34.1,30.3,78.0,,6.0,4.0,40.0,1.0,C 
27-10-2023,28.0,33.0,29.9,78.0,0.0,9.2,5.0,150.0,2.0,C 
28-10-2023,27.6,33.8,30.3,78.0,0.0,8.8,6.0,10.0,3.0,NE
29-10-2023,27.0,33.6,29.7,77.0,0.0,9.4,4.0,80.0,1.0,C 
30-10-2023,27.0,33.9,31.0,75.0,,9.5,6.0,50.0,2.0,C 
31-10-2023,28.3,34.0,30.6,78.0,0.0,9.4,5.0,170.0,2.0,C 
01-11-2023,26.0,33.8,30.2,78.0,2.5,8.9,7.0,10.0,2.0,C 
02-11-2023,28.1,33.6,30.8,77.0,0.0,6.4,5.0,220.0,1.0,C 
03-11-2023,28.0,34.2,30.8,77.0,0.0,9.0,5.0,40.0,2.0,C 
04-11-2023,28.7,33.4,28.9,83.0,0.0,8.0,5.0,40.0,2.0,S 
05-11-2023,25.0,32.8,29.3,82.0,7.5,6.2,5.0,140.0,2.0,C 
06-11-2023,26.4,33.2,30.3,79.0,0.2,3.4,5.0,60.0,2.0,C 
07-11-2023,27.8,33.6,30.6,79.0,0.0,7.9,5.0,340.0,2.0,N 
08-11-2023,28.3,33.4,30.8,78.0,0.0,8.5,5.0,300.0,2.0,C 
09-11-2023,27.6,33.2,30.3,79.0,0.0,8.0,7.0,20.0,2.0,C 
10-11-2023,27.8,33.8,29.6,82.0,0.0,8.0,6.0,150.0,2.0,C 
11-11-2023,25.8,32.2,29.4,83.0,10.7,4.2,5.0,60.0,2.0,C 
12-11-2023,27.2,33.6,30.2,80.0,0.0,4.1,5.0,40.0,1.0,C 
13-11-2023,27.8,35.4,31.3,77.0,,8.6,6.0,60.0,2.0,C 
14-11-2023,28.0,33.9,29.4,83.0,0.0,9.0,6.0,20.0,2.0,C 
15-11-2023,25.4,33.6,29.9,82.0,31.2,6.0,6.0,50.0,1.0,C 
16-11-2023,27.0,34.1,30.0,81.0,0.0,7.2,5.0,20.0,1.0,C 
17-11-2023,26.8,33.8,30.3,82.0,29.5,8.8,6.0,120.0,2.0,C 
18-11-2023,,33.6,29.9,80.0,,6.7,4.0,340.0,1.0,C 
19-11-2023,27.6,33.4,30.4,79.0,8888.0,7.0,4.0,40.0,2.0,S 
20-11-2023,27.0,34.5,31.2,76.0,0.0,8.8,5.0,120.0,2.0,C 
21-11-2023,28.0,34.1,30.4,80.0,0.0,6.6,6.0,40.0,2.0,C 
22-11-2023,25.0,34.0,30.7,78.0,30.5,9.3,5.0,300.0,2.0,C 
23-11-2023,27.6,32.0,29.6,84.0,,3.1,5.0,40.0,1.0,C 
24-11-2023,28.0,32.6,28.6,86.0,0.0,0.5,4.0,300.0,1.0,C 
25-11-2023,24.5,28.4,26.1,94.0,26.0,2.0,3.0,80.0,1.0,C 
26-11-2023,24.4,32.5,29.0,84.0,35.5,,4.0,50.0,1.0,C 
27-11-2023,25.8,30.6,28.3,86.0,12.0,6.2,5.0,100.0,1.0,C 
28-11-2023,27.0,32.5,29.5,82.0,,0.0,5.0,30.0,2.0,NE
29-11-2023,27.4,34.2,29.3,84.0,0.2,2.5,7.0,50.0,2.0,NE
30-11-2023,25.6,32.6,28.4,87.0,18.3,8.4,4.0,340.0,1.0,C 
01-12-2023,25.6,30.2,27.2,90.0,3.0,3.8,5.0,280.0,2.0,C 
02-12-2023,25.4,32.4,29.5,84.0,1.5,0.0,5.0,60.0,2.0,C 
03-12-2023,27.0,32.0,28.8,85.0,,6.8,5.0,30.0,2.0,S 
04-12-2023,26.2,28.5,27.0,88.0,2.3,3.2,3.0,280.0,1.0,C 
05-12-2023,24.8,32.5,29.7,81.0,8888.0,0.0,5.0,100.0,2.0,C 
06-12-2023,26.0,33.5,29.7,81.0,0.0,7.3,5.0,300.0,2.0,C 
07-12-2023,27.4,31.8,29.4,82.0,0.0,7.4,5.0,140.0,2.0,C 
08-12-2023,26.8,33.4,29.8,81.0,0.0,1.5,4.0,120.0,2.0,C 
09-12-2023,27.0,31.8,29.2,84.0,0.0,5.9,4.0,40.0,1.0,C 
10-12-2023,27.0,31.2,29.1,85.0,0.0,0.6,4.0,50.0,2.0,C 
11-12-2023,26.0,33.5,30.4,80.0,0.0,0.0,5.0,70.0,2.0,C 
12-12-2023,28.0,33.8,30.3,78.0,0.0,9.2,5.0,320.0,2.0,C 
13-12-2023,26.8,33.2,30.6,79.0,0.0,6.0,5.0,340.0,2.0,W 
14-12-2023,27.0,33.9,30.9,77.0,0.0,8.5,4.0,270.0,2.0,C 
15-12-2023,25.5,34.4,30.8,73.0,0.0,9.1,5.0,310.0,2.0,SW
16-12-2023,27.0,34.2,30.5,69.0,,7.5,6.0,300.0,3.0,W 
17-12-2023,26.8,33.8,30.4,72.0,0.0,9.2,5.0,300.0,2.0,C 
18-12-2023,27.2,34.0,30.7,72.0,0.0,9.3,7.0,260.0,3.0,W 
19-12-2023,27.0,34.4,30.3,67.0,0.0,9.2,6.0,270.0,3.0,W 
20-12-2023,26.8,33.6,30.2,66.0,0.0,7.8,6.0,330.0,2.0,C 
21-12-2023,25.8,33.4,30.1,69.0,,9.2,6.0,310.0,2.0,W 
22-12-2023,26.6,32.6,30.0,74.0,0.0,9.4,4.0,320.0,2.0,C 
23-12-2023,27.6,33.4,31.0,72.0,0.0,3.9,5.0,320.0,2.0,C 
24-12-2023,28.4,33.8,30.7,73.0,0.0,7.2,5.0,30.0,2.0,C 
25-12-2023,27.6,32.7,29.0,80.0,,6.2,4.0,160.0,1.0,C 
26-12-2023,25.0,31.0,28.8,82.0,0.0,6.2,3.0,320.0,1.0,C 
27-12-2023,27.0,32.8,29.4,80.0,0.0,0.0,4.0,280.0,1.0,C 
28-12-2023,27.3,33.0,30.4,78.0,0.0,4.5,5.0,80.0,2.0,C 
29-12-2023,27.5,33.2,29.8,79.0,0.0,8.4,4.0,100.0,1.0,C 
30-12-2023,27.4,32.4,29.7,79.0,8888.0,4.6,4.0,330.0,1.0,C 
31-12-2023,27.8,32.8,29.1,80.0,0.2,3.1,4.0,280.0,2.0,C 
01-01-2024,24.2,32.2,29.8,80.0,0.8,7.8,3.0,310.0,1.0,C 
02-01-2024,27.4,32.4,30.0,81.0,,2.6,5.0,300.0,3.0,W 
03-01-2024,26.6,30.2,27.9,87.0,4.1,0.0,5.0,280.0,2.0,W 
04-01-2024,26.0,30.2,26.7,90.0,10.8,0.0,5.0,320.0,2.0,C 
05-01-2024,24.6,32.0,28.3,83.0,78.4,0.0,4.0,290.0,2.0,SE
06-01-2024,25.6,32.0,28.6,82.0,0.8,5.8,5.0,340.0,1.0,C 
07-01-2024,26.6,32.0,28.5,81.0,8888.0,4.6,4.0,290.0,1.0,C 
08-01-2024,26.4,30.8,28.7,80.0,0.0,5.6,5.0,340.0,1.0,C 
09-01-2024,26.8,32.7,29.4,80.0,8888.0,0.0,5.0,280.0,2.0,C 
10-01-2024,27.2,33.0,29.5,79.0,0.0,7.5,5.0,260.0,3.0,W 
11-01-2024,27.2,32.6,28.1,84.0,0.0,6.5,5.0,310.0,2.0,W 
12-01-2024,25.8,34.0,29.0,78.0,12.8,6.4,7.0,280.0,3.0,W 
13-01-2024,26.4,31.5,28.4,84.0,0.0,3.9,8.0,300.0,3.0,SW
14-01-2024,26.6,31.8,29.5,81.0,10.5,1.7,6.0,350.0,3.0,W 
15-01-2024,27.0,33.1,29.6,79.0,0.0,6.8,5.0,270.0,3.0,W 
16-01-2024,27.3,33.0,30.0,77.0,0.0,,7.0,250.0,5.0,W 
17-01-2024,27.5,30.6,28.5,83.0,0.0,6.9,5.0,300.0,3.0,W 
18-01-2024,26.6,32.0,28.4,82.0,13.8,2.7,6.0,300.0,3.0,W 
19-01-2024,25.0,27.5,26.3,88.0,5.2,2.1,6.0,270.0,4.0,W 
20-01-2024,25.2,35.2,30.5,69.0,7.8,0.0,10.0,260.0,5.0,W 
21-01-2024,27.0,32.7,28.6,80.0,0.0,9.1,7.0,270.0,5.0,W 
22-01-2024,26.7,33.4,29.7,75.0,2.8,6.5,7.0,270.0,5.0,W 
23-01-2024,27.0,34.8,30.3,71.0,0.0,6.9,6.0,260.0,4.0,W 
24-01-2024,27.4,33.0,29.7,75.0,0.0,4.1,8.0,280.0,4.0,W 
25-01-2024,27.0,32.4,29.8,78.0,0.0,7.5,5.0,330.0,3.0,W 
26-01-2024,26.6,31.4,29.0,83.0,0.0,7.9,6.0,290.0,3.0,W 
27-01-2024,25.8,29.6,26.4,92.0,13.5,6.5,4.0,290.0,1.0,C 
28-01-2024,24.4,30.6,27.2,90.0,39.3,0.0,6.0,280.0,1.0,C 
29-01-2024,25.2,31.5,27.5,89.0,32.4,1.8,5.0,330.0,1.0,C 
30-01-2024,24.6,29.0,27.1,91.0,22.3,0.0,7.0,310.0,2.0,NW
31-01-2024,24.2,31.4,28.0,84.0,144.0,0.7,5.0,300.0,1.0,C 
01-02-2024,25.2,32.0,28.1,86.0,2.0,2.7,4.0,320.0,2.0,C 
02-02-2024,25.0,32.6,28.2,84.0,20.0,6.9,8.0,330.0,3.0,NW
03-02-2024,25.0,30.8,28.1,82.0,41.5,8.8,8.0,300.0,4.0,W 
04-02-2024,26.4,31.0,28.4,84.0,0.0,2.1,8.0,260.0,2.0,C 
05-02-2024,26.2,31.6,28.5,84.0,0.5,5.4,7.0,350.0,1.0,C 
06-02-2024,27.0,30.8,26.7,88.0,8888.0,4.6,5.0,270.0,2.0,W 
07-02-2024,25.0,32.1,28.7,83.0,7.5,,5.0,310.0,2.0,C 
08-02-2024,25.8,32.0,29.5,80.0,,6.2,4.0,300.0,2.0,C 
09-02-2024,26.4,32.4,29.5,82.0,0.0,8.4,5.0,50.0,4.0,W 
10-02-2024,25.8,31.6,28.8,84.0,18.0,7.3,5.0,300.0,2.0,C 
11-02-2024,26.2,31.8,29.0,82.0,33.8,4.5,5.0,320.0,2.0,NW
12-02-2024,25.8,31.9,28.7,85.0,8.2,9.4,5.0,300.0,2.0,W 
13-02-2024,26.0,31.6,28.9,84.0,11.5,6.3,6.0,320.0,2.0,C 
14-02-2024,23.8,30.6,28.3,87.0,129.0,8.1,2.0,290.0,0.0,C 
15-02-2024,25.0,31.2,28.9,87.0,9.2,2.4,6.0,260.0,2.0,C 
16-02-2024,27.6,30.4,28.3,87.0,0.2,3.1,5.0,250.0,1.0,C 
17-02-2024,26.2,31.4,28.5,86.0,1.4,1.4,4.0,290.0,2.0,NW
18-02-2024,26.3,31.6,29.0,84.0,1.4,7.3,4.0,310.0,1.0,C 
19-02-2024,25.2,32.4,29.9,79.0,8888.0,3.9,4.0,170.0,1.0,C 
20-02-2024,27.0,33.0,30.4,78.0,0.0,7.3,6.0,340.0,2.0,C 
21-02-2024,28.2,32.0,29.6,80.0,0.0,9.3,5.0,300.0,2.0,C 
22-02-2024,27.5,33.6,29.9,78.0,8888.0,0.9,5.0,270.0,2.0,W 
23-02-2024,27.4,33.6,30.3,75.0,0.0,5.6,6.0,300.0,3.0,W 
24-02-2024,28.2,32.2,29.2,80.0,0.0,2.8,7.0,340.0,3.0,W 
25-02-2024,27.2,31.9,28.7,82.0,0.2,4.8,6.0,300.0,2.0,C 
26-02-2024,25.2,32.0,29.1,80.0,25.3,4.4,6.0,280.0,2.0,C 
27-02-2024,26.0,32.2,29.4,81.0,0.0,2.2,8.0,330.0,2.0,C 
28-02-2024,24.4,30.8,27.7,88.0,37.0,5.6,4.0,290.0,1.0,C 
29-02-2024,24.6,27.6,26.3,91.0,142.1,2.3,3.0,40.0,1.0,C 
01-03-2024,24.0,32.3,29.4,79.0,32.5,0.0,5.0,270.0,2.0,C 
